gameserver,type,key,value
bsserver,Parameter,consolelogdir,"${logdir}/console"
bsserver,Parameter,consolelogging,"on"
bsserver,Parameter,curlcustomstring,""
bsserver,Parameter,defaultmap,"duel_winter"
bsserver,Parameter,discordalert,"off"
bsserver,Parameter,discordwebhook,"webhook"
bsserver,Parameter,displayip,""
bsserver,Parameter,emailalert,"off"
bsserver,Parameter,email,"email@example.com"
bsserver,Parameter,emailfrom,""
bsserver,Parameter,engine,"source"
bsserver,Parameter,executabledir,"${serverfiles}/bin"
bsserver,Parameter,executable,"./srcds_run.sh"
bsserver,Parameter,gamelogdir,"${systemdir}/logs"
bsserver,Parameter,gamename,"Blade Symphony"
bsserver,Parameter,glibc,"2.15"
bsserver,Parameter,gslt,""
bsserver,Parameter,iftttalert,"off"
bsserver,Parameter,iftttevent,"linuxgsm_alert"
bsserver,Parameter,ifttttoken,"accesstoken"
bsserver,Parameter,ip,"0.0.0.0"
bsserver,Parameter,lgsmlogdate,"${lgsmlogdir}/${servicename}-script-$(date '+%Y-%m-%d-%H:%M:%S').log"
bsserver,Parameter,lgsmlogdir,"${logdir}/script"
bsserver,Parameter,lgsmlog,"${lgsmlogdir}/${servicename}-script.log"
bsserver,Parameter,logdays,"7"
bsserver,Parameter,logdir,"${rootdir}/log"
bsserver,Parameter,mailgunalert,"off"
bsserver,Parameter,mailgundomain,"example.com"
bsserver,Parameter,mailgunemail,"email@myemail.com"
bsserver,Parameter,mailgunemailfrom,"alert@example.com"
bsserver,Parameter,mailguntoken,"accesstoken"
bsserver,Parameter,maxbackupdays,"30"
bsserver,Parameter,maxbackups,"4"
bsserver,Parameter,maxplayers,"16"
bsserver,Parameter,parms,"-game ""${serverfiles}/berimbau"" -autoupdate -strictportbind -ip ${ip} -port ${port} +clientport ${clientport} +tv_port ${sourcetvport} +sv_setsteamaccount ${gslt} +map ${defaultmap} +servercfgfile ${servercfg} -maxplayers ${maxplayers}"
bsserver,Parameter,port,"27015"
bsserver,Parameter,postalert,"off"
bsserver,Parameter,postdays,"7"
bsserver,Parameter,postdetailslog,"${lgsmlogdir}/${servicename}-postdetails.log"
bsserver,Parameter,posttarget,"https://hastebin.com"
bsserver,Parameter,pushbulletalert,"off"
bsserver,Parameter,pushbullettoken,"accesstoken"
bsserver,Parameter,pushoveralert,"off"
bsserver,Parameter,pushovertoken,"accesstoken"
bsserver,Parameter,querydelay,"1"
bsserver,Parameter,servercfgdefault,"server.cfg"
bsserver,Parameter,servercfgdir,"${systemdir}/cfg"
bsserver,Parameter,servercfgfullpath,"${servercfgdir}/${servercfg}"
bsserver,Parameter,servercfg,"${servicename}.cfg"
bsserver,Parameter,sleeptime,"0.5"
bsserver,Parameter,sourcetvport,"27020"
bsserver,Parameter,steammaster,"true"
bsserver,Parameter,steampass,"'password'"
bsserver,Parameter,steamuser,"username"
bsserver,Parameter,stoponbackup,"on"
bsserver,Parameter,systemdir,"${serverfiles}/berimbau"
bsserver,Parameter,telegramalert,"off"
bsserver,Parameter,telegramchatid,""
bsserver,Parameter,telegramtoken,"accesstoken"
bsserver,Parameter,updateonstart,"off"
bt1944server,Function,fn_parms,
bt1944server,Parameter,alertlog,"${lgsmlogdir}/${servicename}-alert.log"
bt1944server,Parameter,ansi,"on"
bt1944server,Parameter,appid,"805140"
bt1944server,Parameter,backupdir,"${lgsmdir}/backup"
bt1944server,Parameter,branch,""
bt1944server,Parameter,channeltag,""
bt1944server,Parameter,consolelog,"${consolelogdir}/${servicename}-console.log"
bt1944server,Parameter,consolelogdate,"${consolelogdir}/${servicename}-console-$(date '+%Y-%m-%d-%H:%M:%S').log"
bt1944server,Parameter,consolelogdir,"${logdir}/console"
bt1944server,Parameter,consolelogging,"on"
bt1944server,Parameter,curlcustomstring,""
bt1944server,Parameter,discordalert,"off"
bt1944server,Parameter,discordwebhook,"webhook"
bt1944server,Parameter,displayip,""
bt1944server,Parameter,emailalert,"off"
bt1944server,Parameter,email,"email@example.com"
bt1944server,Parameter,emailfrom,""
bt1944server,Parameter,engine,"unreal4"
bt1944server,Parameter,executable,"./BattalionServer"
bt1944server,Parameter,executabledir,"${systemdir}/Binaries/Linux"
bt1944server,Parameter,gamelogdir,"${systemdir}/Saved/Logs"
bt1944server,Parameter,gamename,"Battalion 1944"
bt1944server,Parameter,glibc,"2.17"
bt1944server,Parameter,iftttalert,"off"
bt1944server,Parameter,iftttevent,"linuxgsm_alert"
bt1944server,Parameter,ifttttoken,"accesstoken"
bt1944server,Parameter,ip,"0.0.0.0"
bt1944server,Parameter,lgsmlogdate,"${lgsmlogdir}/${servicename}-script-$(date '+%Y-%m-%d-%H:%M:%S').log"
bt1944server,Parameter,lgsmlogdir,"${logdir}/script"
bt1944server,Parameter,lgsmlog,"${lgsmlogdir}/${servicename}-script.log"
bt1944server,Parameter,logdays,"7"
bt1944server,Parameter,logdir,"${rootdir}/log"
bt1944server,Parameter,mailgunalert,"off"
bt1944server,Parameter,mailgundomain,"example.com"
bt1944server,Parameter,mailgunemail,"email@myemail.com"
bt1944server,Parameter,mailgunemailfrom,"alert@example.com"
bt1944server,Parameter,mailguntoken,"accesstoken"
bt1944server,Parameter,maxbackupdays,"30"
bt1944server,Parameter,maxbackups,"4"
bt1944server,Parameter,parms,"/Game/Maps/Final_Maps/Derailed?Game=/Script/ShooterGame.BombGameMode?listen -log -broadcastip=\""${ip}\"" -PORT=${port} -QueryPort=${queryport} -defgameini=\""${servercfgfullpath}\"""
bt1944server,Parameter,port,"7777"
bt1944server,Parameter,postalert,"off"
bt1944server,Parameter,postdays,"7"
bt1944server,Parameter,postdetailslog,"${lgsmlogdir}/${servicename}-postdetails.log"
bt1944server,Parameter,posttarget,"https://hastebin.com"
bt1944server,Parameter,pushbulletalert,"off"
bt1944server,Parameter,pushbullettoken,"accesstoken"
bt1944server,Parameter,pushoveralert,"off"
bt1944server,Parameter,pushovertoken,"accesstoken"
bt1944server,Parameter,querydelay,"1"
bt1944server,Parameter,queryport,"7780"
bt1944server,Parameter,servercfgdefault,"DefaultGame.ini"
bt1944server,Parameter,servercfgdir,"${systemdir}/Saved/Config/LinuxServer"
bt1944server,Parameter,servercfgfullpath,"${servercfgdir}/${servercfg}"
bt1944server,Parameter,servercfg,"${servicename}.ini"
bt1944server,Parameter,sleeptime,"0.5"
bt1944server,Parameter,steammaster,"false"
bt1944server,Parameter,stoponbackup,"on"
bt1944server,Parameter,systemdir,"${serverfiles}/Linux/Battalion"
bt1944server,Parameter,telegramalert,"off"
bt1944server,Parameter,telegramchatid,""
bt1944server,Parameter,telegramtoken,"accesstoken"
bt1944server,Parameter,updateonstart,"off"
btserver,Function,fn_parms,
btserver,Parameter,alertlog,"${lgsmlogdir}/${servicename}-alert.log"
btserver,Parameter,ansi,"on"
btserver,Parameter,appid,"1026340"
btserver,Parameter,backupdir,"${lgsmdir}/backups"
btserver,Parameter,branch,""
btserver,Parameter,channeltag,""
btserver,Parameter,consolelog,"${consolelogdir}/${servicename}-console.log"
btserver,Parameter,consolelogdate,"${consolelogdir}/${servicename}-console-$(date '+%Y-%m-%d-%H:%M:%S').log"
btserver,Parameter,consolelogdir,"${logdir}/console"
btserver,Parameter,consolelogging,"on"
btserver,Parameter,curlcustomstring,""
btserver,Parameter,discordalert,"off"
btserver,Parameter,discordwebhook,"webhook"
btserver,Parameter,displayip,""
btserver,Parameter,emailalert,"off"
btserver,Parameter,email,"email@example.com"
btserver,Parameter,emailfrom,""
btserver,Parameter,engine,"barotrauma"
btserver,Parameter,executable,"./DedicatedServer"
btserver,Parameter,executabledir,"${systemdir}"
btserver,Parameter,gamelogdir,"${systemdir}/ServerLogs"
btserver,Parameter,gamename,"Barotrauma"
btserver,Parameter,glibc,"2.17"
btserver,Parameter,iftttalert,"off"
btserver,Parameter,iftttevent,"linuxgsm_alert"
btserver,Parameter,ifttttoken,"accesstoken"
btserver,Parameter,lgsmlogdate,"${lgsmlogdir}/${servicename}-script-$(date '+%Y-%m-%d-%H:%M:%S').log"
btserver,Parameter,lgsmlogdir,"${logdir}/script"
btserver,Parameter,lgsmlog,"${lgsmlogdir}/${servicename}-script.log"
btserver,Parameter,logdays,"7"
btserver,Parameter,logdir,"${rootdir}/log"
btserver,Parameter,mailgunalert,"off"
btserver,Parameter,mailgundomain,"example.com"
btserver,Parameter,mailgunemail,"email@myemail.com"
btserver,Parameter,mailgunemailfrom,"alert@example.com"
btserver,Parameter,mailguntoken,"accesstoken"
btserver,Parameter,maxbackupdays,"30"
btserver,Parameter,maxbackups,"4"
btserver,Parameter,parms,""
btserver,Parameter,postalert,"off"
btserver,Parameter,postdays,"7"
btserver,Parameter,postdetailslog,"${lgsmlogdir}/${servicename}-postdetails.log"
btserver,Parameter,posttarget,"https://hastebin.com"
btserver,Parameter,pushbulletalert,"off"
btserver,Parameter,pushbullettoken,"accesstoken"
btserver,Parameter,pushoveralert,"off"
btserver,Parameter,pushovertoken,"accesstoken"
btserver,Parameter,querydelay,"1"
btserver,Parameter,servercfgdefault,"serversettings.xml"
btserver,Parameter,servercfgdir,"${systemdir}"
btserver,Parameter,servercfgfullpath,"${servercfgdir}/${servercfg}"
btserver,Parameter,servercfg,"serversettings.xml"
btserver,Parameter,sleeptime,"0.5"
btserver,Parameter,steammaster,"true"
btserver,Parameter,stoponbackup,"on"
btserver,Parameter,systemdir,"${serverfiles}"
btserver,Parameter,telegramalert,"off"
btserver,Parameter,telegramchatid,""
btserver,Parameter,telegramtoken,"accesstoken"
btserver,Parameter,updateonstart,"off"
ccserver,Function,fn_parms,
ccserver,Parameter,alertlog,"${lgsmlogdir}/${servicename}-alert.log"
ccserver,Parameter,ansi,"on"
ccserver,Parameter,appid,"383410"
ccserver,Parameter,backupdir,"${rootdir}/backups"
ccserver,Parameter,branch,""
ccserver,Parameter,channeltag,""
ccserver,Parameter,clientport,"27005"
ccserver,Parameter,consolelog,"${consolelogdir}/${servicename}-console.log"
ccserver,Parameter,consolelogdate,"${consolelogdir}/${servicename}-console-$(date '+%Y-%m-%d-%H:%M:%S').log"
ccserver,Parameter,consolelogdir,"${logdir}/console"
ccserver,Parameter,consolelogging,"on"
ccserver,Parameter,curlcustomstring,""
ccserver,Parameter,defaultmap,"cbe_bunker"
ccserver,Parameter,discordalert,"off"
ccserver,Parameter,discordwebhook,"webhook"
ccserver,Parameter,displayip,""
ccserver,Parameter,emailalert,"off"
ccserver,Parameter,email,"email@example.com"
ccserver,Parameter,emailfrom,""
ccserver,Parameter,engine,"source"
ccserver,Parameter,executabledir,"${serverfiles}"
ccserver,Parameter,executable,"./srcds_run"
ccserver,Parameter,gamelogdir,"${systemdir}/logs"
ccserver,Parameter,gamename,"Codename CURE"
ccserver,Parameter,glibc,"2.15"
ccserver,Parameter,iftttalert,"off"
ccserver,Parameter,iftttevent,"linuxgsm_alert"
ccserver,Parameter,ifttttoken,"accesstoken"
ccserver,Parameter,ip,"0.0.0.0"
ccserver,Parameter,lgsmlogdate,"${lgsmlogdir}/${servicename}-script-$(date '+%Y-%m-%d-%H:%M:%S').log"
ccserver,Parameter,lgsmlogdir,"${logdir}/script"
ccserver,Parameter,lgsmlog,"${lgsmlogdir}/${servicename}-script.log"
ccserver,Parameter,logdays,"7"
ccserver,Parameter,logdir,"${rootdir}/log"
ccserver,Parameter,mailgunalert,"off"
ccserver,Parameter,mailgundomain,"example.com"
ccserver,Parameter,mailgunemail,"email@myemail.com"
ccserver,Parameter,mailgunemailfrom,"alert@example.com"
ccserver,Parameter,mailguntoken,"accesstoken"
ccserver,Parameter,maxbackupdays,"30"
ccserver,Parameter,maxbackups,"4"
ccserver,Parameter,maxplayers,"6"
ccserver,Parameter,parms,"-game cure -strictportbind -ip ${ip} -port ${port} +clientport ${clientport} +tv_port ${sourcetvport} +map ${defaultmap} +servercfgfile ${servercfg} -maxplayers ${maxplayers}"
ccserver,Parameter,port,"27015"
ccserver,Parameter,postalert,"off"
ccserver,Parameter,postdays,"7"
ccserver,Parameter,postdetailslog,"${lgsmlogdir}/${servicename}-postdetails.log"
ccserver,Parameter,posttarget,"https://hastebin.com"
ccserver,Parameter,pushbulletalert,"off"
ccserver,Parameter,pushbullettoken,"accesstoken"
ccserver,Parameter,pushoveralert,"off"
ccserver,Parameter,pushovertoken,"accesstoken"
ccserver,Parameter,querydelay,"1"
ccserver,Parameter,servercfgdefault,"server.cfg"
ccserver,Parameter,servercfgdir,"${systemdir}/cfg"
ccserver,Parameter,servercfgfullpath,"${servercfgdir}/${servercfg}"
ccserver,Parameter,servercfg,"${servicename}.cfg"
ccserver,Parameter,sleeptime,"0.5"
ccserver,Parameter,sourcetvport,"27020"
ccserver,Parameter,steammaster,"false"
ccserver,Parameter,stoponbackup,"on"
ccserver,Parameter,systemdir,"${serverfiles}/cure"
ccserver,Parameter,telegramalert,"off"
ccserver,Parameter,telegramchatid,""
ccserver,Parameter,telegramtoken,"accesstoken"
ccserver,Parameter,updateonstart,"off"
cod2server,Function,fn_parms,
cod2server,Parameter,alertlog,"${lgsmlogdir}/${servicename}-alert.log"
cod2server,Parameter,ansi,"on"
cod2server,Parameter,backupdir,"${rootdir}/backups"
cod2server,Parameter,channeltag,""
cod2server,Parameter,consolelog,"${consolelogdir}/${servicename}-console.log"
cod2server,Parameter,consolelogdate,"${consolelogdir}/${servicename}-console-$(date '+%Y-%m-%d-%H:%M:%S').log"
cod2server,Parameter,consolelogdir,"${logdir}/console"
cod2server,Parameter,consolelogging,"on"
cod2server,Parameter,curlcustomstring,""
cod2server,Parameter,defaultmap,"mp_leningrad"
cod2server,Parameter,discordalert,"off"
cod2server,Parameter,discordwebhook,"webhook"
cod2server,Parameter,displayip,""
cod2server,Parameter,emailalert,"off"
cod2server,Parameter,email,"email@example.com"
cod2server,Parameter,emailfrom,""
cod2server,Parameter,engine,"iw2.0"
cod2server,Parameter,executable,"./cod2_lnxded"
cod2server,Parameter,executabledir,"${serverfiles}"
cod2server,Parameter,gamelogdir,"${serverfiles}/Logs"
cod2server,Parameter,gamename,"Call of Duty 2"
cod2server,Parameter,glibc,"2.1.3"
cod2server,Parameter,iftttalert,"off"
cod2server,Parameter,iftttevent,"linuxgsm_alert"
cod2server,Parameter,ifttttoken,"accesstoken"
cod2server,Parameter,ip,"0.0.0.0"
cod2server,Parameter,lgsmlogdate,"${lgsmlogdir}/${servicename}-script-$(date '+%Y-%m-%d-%H:%M:%S').log"
cod2server,Parameter,lgsmlogdir,"${logdir}/script"
cod2server,Parameter,lgsmlog,"${lgsmlogdir}/${servicename}-script.log"
cod2server,Parameter,logdays,"7"
cod2server,Parameter,logdir,"${rootdir}/log"
cod2server,Parameter,mailgunalert,"off"
cod2server,Parameter,mailgundomain,"example.com"
cod2server,Parameter,mailgunemail,"email@myemail.com"
cod2server,Parameter,mailgunemailfrom,"alert@example.com"
cod2server,Parameter,mailguntoken,"accesstoken"
cod2server,Parameter,maxbackupdays,"30"
cod2server,Parameter,maxbackups,"4"
cod2server,Parameter,maxplayers,"20"
cod2server,Parameter,parms,"+set sv_punkbuster 0 +set fs_basepath ${serverfiles} +set dedicated 2 +set net_ip ${ip} +set net_port ${port} +set sv_maxclients ${maxplayers} +exec ${servercfg} +map ${defaultmap}"
cod2server,Parameter,port,"28960"
cod2server,Parameter,postalert,"off"
cod2server,Parameter,postdays,"7"
cod2server,Parameter,postdetailslog,"${lgsmlogdir}/${servicename}-postdetails.log"
cod2server,Parameter,posttarget,"https://hastebin.com"
cod2server,Parameter,pushbulletalert,"off"
cod2server,Parameter,pushbullettoken,"accesstoken"
cod2server,Parameter,pushoveralert,"off"
cod2server,Parameter,pushovertoken,"accesstoken"
cod2server,Parameter,querydelay,"1"
cod2server,Parameter,servercfgdefault,"server.cfg"
cod2server,Parameter,servercfgdir,"${systemdir}/main"
cod2server,Parameter,servercfgfullpath,"${servercfgdir}/${servercfg}"
cod2server,Parameter,servercfg,"${servicename}.cfg"
cod2server,Parameter,sleeptime,"0.5"
cod2server,Parameter,stoponbackup,"on"
cod2server,Parameter,systemdir,"${serverfiles}"
cod2server,Parameter,telegramalert,"off"
cod2server,Parameter,telegramchatid,""
cod2server,Parameter,telegramtoken,"accesstoken"
cod4server,Function,fn_parms,
cod4server,Parameter,alertlog,"${lgsmlogdir}/${servicename}-alert.log"
cod4server,Parameter,ansi,"on"
cod4server,Parameter,backupdir,"${rootdir}/backups"
cod4server,Parameter,channeltag,""
cod4server,Parameter,consolelog,"${consolelogdir}/${servicename}-console.log"
cod4server,Parameter,consolelogdate,"${consolelogdir}/${servicename}-console-$(date '+%Y-%m-%d-%H:%M:%S').log"
cod4server,Parameter,consolelogdir,"${logdir}/console"
cod4server,Parameter,consolelogging,"on"
cod4server,Parameter,curlcustomstring,""
cod4server,Parameter,defaultmap,"mp_crossfire"
cod4server,Parameter,discordalert,"off"
cod4server,Parameter,discordwebhook,"webhook"
cod4server,Parameter,displayip,""
cod4server,Parameter,emailalert,"off"
cod4server,Parameter,email,"email@example.com"
cod4server,Parameter,emailfrom,""
cod4server,Parameter,engine,"iw3.0"
cod4server,Parameter,executable,"./cod4x18_dedrun"
cod4server,Parameter,executabledir,"${serverfiles}"
cod4server,Parameter,gamelogdir,"${serverfiles}/Logs"
cod4server,Parameter,gamename,"Call of Duty 4"
cod4server,Parameter,glibc,"2.3"
cod4server,Parameter,iftttalert,"off"
cod4server,Parameter,iftttevent,"linuxgsm_alert"
cod4server,Parameter,ifttttoken,"accesstoken"
cod4server,Parameter,ip,"0.0.0.0"
cod4server,Parameter,lgsmlogdate,"${lgsmlogdir}/${servicename}-script-$(date '+%Y-%m-%d-%H:%M:%S').log"
cod4server,Parameter,lgsmlogdir,"${logdir}/script"
cod4server,Parameter,lgsmlog,"${lgsmlogdir}/${servicename}-script.log"
cod4server,Parameter,logdays,"7"
cod4server,Parameter,logdir,"${rootdir}/log"
cod4server,Parameter,mailgunalert,"off"
cod4server,Parameter,mailgundomain,"example.com"
cod4server,Parameter,mailgunemail,"email@myemail.com"
cod4server,Parameter,mailgunemailfrom,"alert@example.com"
cod4server,Parameter,mailguntoken,"accesstoken"
cod4server,Parameter,maxbackupdays,"30"
cod4server,Parameter,maxbackups,"4"
cod4server,Parameter,maxplayers,"32"
cod4server,Parameter,parms,"+set sv_punkbuster 0 +set fs_basepath ${serverfiles} +set fs_homepath ${serverfiles} +set sv_authorizemode ""-1"" +set dedicated 2 +set net_ip ${ip} +set net_port ${port} +set sv_maxclients ${maxplayers} +exec ${servercfg} +map ${defaultmap}"
cod4server,Parameter,port,"28960"
cod4server,Parameter,postalert,"off"
cod4server,Parameter,postdays,"7"
cod4server,Parameter,postdetailslog,"${lgsmlogdir}/${servicename}-postdetails.log"
cod4server,Parameter,posttarget,"https://hastebin.com"
cod4server,Parameter,pushbulletalert,"off"
cod4server,Parameter,pushbullettoken,"accesstoken"
cod4server,Parameter,pushoveralert,"off"
cod4server,Parameter,pushovertoken,"accesstoken"
cod4server,Parameter,querydelay,"1"
cod4server,Parameter,servercfgdefault,"server.cfg"
cod4server,Parameter,servercfgdir,"${systemdir}/main"
cod4server,Parameter,servercfgfullpath,"${servercfgdir}/${servercfg}"
cod4server,Parameter,servercfg,"${servicename}.cfg"
cod4server,Parameter,sleeptime,"0.5"
cod4server,Parameter,stoponbackup,"on"
cod4server,Parameter,systemdir,"${serverfiles}"
cod4server,Parameter,telegramalert,"off"
cod4server,Parameter,telegramchatid,""
cod4server,Parameter,telegramtoken,"accesstoken"
codserver,Function,fn_parms,
codserver,Parameter,alertlog,"${lgsmlogdir}/${servicename}-alert.log"
codserver,Parameter,ansi,"on"
codserver,Parameter,backupdir,"${rootdir}/backups"
codserver,Parameter,channeltag,""
codserver,Parameter,consolelog,"${consolelogdir}/${servicename}-console.log"
codserver,Parameter,consolelogdate,"${consolelogdir}/${servicename}-console-$(date '+%Y-%m-%d-%H:%M:%S').log"
